"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"201688_s_at","tumor protein D52","TPD52","7163","","","","602414790F1 NIH_MGC_92 Homo sapiens cDNA clone IMAGE:4523087 5-, mRNA sequence","13282461","BG389015","","","","8q21","Chromosome 8, NC_000008.10 (80947103..81083836, complement)","calcium ion binding///protein binding///protein heterodimerization activity///protein homodimerization activity","B cell differentiation///anatomical structure morphogenesis///secretion","cytoplasm///endoplasmic reticulum///perinuclear region of cytoplasm","GO:0005509///GO:0005515///GO:0046982///GO:0042803","GO:0030183///GO:0009653///GO:0046903","GO:0005737///GO:0005783///GO:0048471",-1.86196214285714,4.74304,-5.19588003920434,0.000141700687136008,0.0132164355747823,1.26123724620809
"218108_at","ubiquitin protein ligase E3 component n-recognin 7 (putative)","UBR7","55148","","","","Homo sapiens ubiquitin protein ligase E3 component n-recognin 7 (putative) (UBR7), transcript variant 2, mRNA","154426321","NM_175748","","","","14q32.12","Chromosome 14, NC_000014.8 (93673401..93695561)","molecular_function///ubiquitin-protein ligase activity///zinc ion binding","biological_process","","GO:0003674///GO:0004842///GO:0008270","GO:0008150","",-1.38400428571428,6.66749307692308,-5.19464927916522,0.000142017170059763,0.0132164355747823,1.25913723298284
"202119_s_at","copine III","CPNE3","8895","","","","Homo sapiens copine III (CPNE3), mRNA","197245388","NM_003909","","","","8q21.3","Chromosome 8, NC_000008.10 (87526656..87573726)","calcium-dependent phospholipid binding///protein serine/threonine kinase activity///transporter activity","lipid metabolic process///vesicle-mediated transport","cytoplasm///cytosol","GO:0005544///GO:0004674///GO:0005215","GO:0006629///GO:0016192","GO:0005737///GO:0005829",-2.16475571428571,7.47053769230769,-5.1945565118352,0.000142041054433239,0.0132164355747823,1.25897893749443
"208345_s_at","POU class 3 homeobox 1","POU3F1","5453","","","","Homo sapiens POU class 3 homeobox 1 (POU3F1), mRNA","110624764","NM_002699","","","","1p34.1","Chromosome 1, NC_000001.10 (38509523..38512450, complement)","RNA polymerase II transcription coactivator activity///sequence-specific DNA binding///sequence-specific DNA binding transcription factor activity","axon ensheathment///forebrain development///keratinocyte differentiation///myelination in peripheral nervous system///positive regulation of gene expression///positive regulation of transcription, DNA-dependent","nucleus///transcription factor complex","GO:0001105///GO:0043565///GO:0003700","GO:0008366///GO:0030900///GO:0030216///GO:0022011///GO:0010628///GO:0045893","GO:0005634///GO:0005667",0.622491904761906,4.49912538461538,5.19384113124152,0.000142225380579151,0.0132164355747823,1.2577581901236
"41160_at","methyl-CpG binding domain protein 3","MBD3","53615","","","","","","","","","","19p13.3","Chromosome 19, NC_000019.9 (1576678..1592652, complement)","DNA binding///chromatin binding///protein binding","histone acetylation///in utero embryonic development///methylation-dependent chromatin silencing///negative regulation of transcription from RNA polymerase II promoter///tissue development///transcription, DNA-dependent","NuRD complex///cytoplasm///heterochromatin","GO:0003677///GO:0003682///GO:0005515","GO:0016573///GO:0001701///GO:0006346///GO:0000122///GO:0009888///GO:0006351","GO:0016581///GO:0005737///GO:0000792",0.839079285714291,8.17722307692308,5.19255833036468,0.00014255653263451,0.0132164355747823,1.25556899045373
"206302_s_at","nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1///nudix (nucleoside diphosphate linked moiety X)-type motif 4","NUDT4P1///NUDT4","440672///11163","","","","Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 4 (NUDT4), transcript variant 1, mRNA","98985815","NM_019094","","","","1q21.1///12q21","Chromosome 1, NC_000001.10 (145136118..145139902, complement)///Chromosome 12, NC_000012.11 (93771701..93797024)","diphosphoinositol-polyphosphate diphosphatase activity///inositol diphosphate tetrakisphosphate diphosphatase activity///inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity///inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity///inositol-1-diphosphate-2,3,4,5,6-pentakisphosphate diphosphatase activity///inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity///inositol-3-diphosphate-1,2,4,5,6-pentakisphosphate diphosphatase activity///inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity///NOT m7G(5')pppN diphosphatase activity///metal ion binding///snoRNA binding","calcium-mediated signaling///cyclic nucleotide metabolic process///cyclic-nucleotide-mediated signaling///inositol phosphate metabolic process///intracellular signal transduction///intracellular transport///regulation of RNA export from nucleus///small molecule metabolic process","cytosol///intracellular","GO:0008486///GO:0052840///GO:0052846///GO:0052847///GO:0052843///GO:0052848///GO:0052844///GO:0052845///NOT GO:0050072///GO:0046872///GO:0030515","GO:0019722///GO:0009187///GO:0019935///GO:0043647///GO:0035556///GO:0046907///GO:0046831///GO:0044281","GO:0005829///GO:0005622",-1.52932904761905,5.31185153846154,-5.19139414635625,0.000142857758343077,0.0132164355747823,1.25358200978103
"203138_at","histone acetyltransferase 1","HAT1","8520","","","","Homo sapiens histone acetyltransferase 1 (HAT1), transcript variant 1, mRNA","241666465","NM_003642","","","","2q31.2-q33.1","Chromosome 2, NC_000002.11 (172778935..172848600)","histone acetyltransferase activity///protein binding","DNA packaging///chromatin silencing at telomere///internal protein amino acid acetylation///response to nutrient","cytoplasm///intracellular membrane-bounded organelle///nuclear matrix///NOT nucleolus///nucleoplasm///nucleus","GO:0004402///GO:0005515","GO:0006323///GO:0006348///GO:0006475///GO:0007584","GO:0005737///GO:0043231///GO:0016363///NOT GO:0005730///GO:0005654///GO:0005634",-2.58764595238095,6.71500615384615,-5.18785825610431,0.000143776715275474,0.0132164355747823,1.24754587568851
"203738_at","chromosome 5 open reading frame 22","C5orf22","55322","","","","tf24e12.x1 NCI_CGAP_Brn23 Homo sapiens cDNA clone IMAGE:2097166 3-, mRNA sequence","4267123","AI421192","","","","5p13.3","Chromosome 5, NC_000005.9 (31532373..31555165)","","","","","","",-1.35341476190476,6.79284846153846,-5.18659958476217,0.000144105318807561,0.0132164355747823,1.24539674784573
"212180_at","v-crk sarcoma virus CT10 oncogene homolog (avian)-like","CRKL","1399","","","","Homo sapiens cDNA FLJ20304 fis, clone HEP06749","7020310","AK000311","","","","22q11.21","Chromosome 22, NC_000022.10 (21271714..21308037)","SH3/SH2 adaptor activity///protein binding///signal transducer activity","JNK cascade///Ras protein signal transduction///activation of MAPKK activity///anterior/posterior pattern specification///blood vessel development///heart development///intracellular signal transduction///neurotrophin TRK receptor signaling pathway///organ morphogenesis///parathyroid gland development///thymus development","cytosol///endosome","GO:0005070///GO:0005515///GO:0004871","GO:0007254///GO:0007265///GO:0000186///GO:0009952///GO:0001568///GO:0007507///GO:0035556///GO:0048011///GO:0009887///GO:0060017///GO:0048538","GO:0005829///GO:0005768",-1.47074047619047,6.97694384615385,-5.18655373878863,0.000144117302632612,0.0132164355747823,1.24531846339141
"203855_at","WD repeat domain 47","WDR47","22911","","","","Homo sapiens WD repeat domain 47 (WDR47), transcript variant 2, mRNA","216548346","NM_014969","","","","1p13.3","Chromosome 1, NC_000001.10 (109512836..109584850, complement)","","multicellular organismal development","cytoplasm///microtubule","","GO:0007275","GO:0005737///GO:0005874",-0.861184523809523,4.91085307692308,-5.18458370384674,0.000144633236968346,0.0132164355747823,1.24195423100143
"219794_at","vacuolar protein sorting 53 homolog (S. cerevisiae)","VPS53","55275","","","","Homo sapiens vacuolar protein sorting 53 homolog (S. cerevisiae) (VPS53), transcript variant 2, mRNA","189491745","NM_018289","","","","17p13.3","Chromosome 17, NC_000017.10 (411908..618096, complement)","protein binding","protein transport","GARP complex///endosome membrane","GO:0005515","GO:0015031","GO:0000938///GO:0010008",0.861766190476192,4.71015538461538,5.18386246508348,0.000144822603025375,0.0132164355747823,1.2407224273875
"203156_at","A kinase (PRKA) anchor protein 11","AKAP11","11215","","","","Homo sapiens A kinase (PRKA) anchor protein 11 (AKAP11), mRNA","325053649","NM_016248","","","","13q14.11","Chromosome 13, NC_000013.10 (42846289..42897403)","protein kinase A binding///protein phosphatase 1 binding","intracellular protein kinase cascade","cytoplasm///microtubule organizing center///nucleolus///plasma membrane","GO:0051018///GO:0008157","GO:0007243","GO:0005737///GO:0005815///GO:0005730///GO:0005886",-2.15408285714286,5.76154076923077,-5.17984412808016,0.00014588237595867,0.0132164355747823,1.23385810938306
"202520_s_at","mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)","MLH1","4292","","","","Homo sapiens mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli) (MLH1), transcript variant 1, mRNA","263191547","NM_000249","","","","3p21.3","Chromosome 3, NC_000003.11 (37034841..37092337)","ATP binding///ATPase activity///contributes_to MutSalpha complex binding///guanine/thymine mispair binding///protein binding///contributes_to protein binding///contributes_to single-stranded DNA binding","ATP catabolic process///double-strand break repair via nonhomologous end joining///intrinsic apoptotic signaling pathway in response to DNA damage///isotype switching///male meiosis chromosome segregation///meiotic metaphase I plate congression///mismatch repair///negative regulation of mitotic recombination///nuclear-transcribed mRNA poly(A) tail shortening///oogenesis///reciprocal meiotic recombination///resolution of meiotic recombination intermediates///somatic hypermutation of immunoglobulin genes///spermatogenesis///spindle midzone assembly involved in meiosis///synapsis","MutLalpha complex///MutLbeta complex///chiasma///male germ cell nucleus///mismatch repair complex///nucleus///synaptonemal complex","GO:0005524///GO:0016887///contributes_to GO:0032407///GO:0032137///GO:0005515///contributes_to GO:0005515///contributes_to GO:0003697","GO:0006200///GO:0006303///GO:0008630///GO:0045190///GO:0007060///GO:0043060///GO:0006298///GO:0045950///GO:0000289///GO:0048477///GO:0007131///GO:0000712///GO:0016446///GO:0007283///GO:0051257///GO:0007129","GO:0032389///GO:0032390///GO:0005712///GO:0001673///GO:0032300///GO:0005634///GO:0000795",-1.04989142857143,7.43893615384615,-5.17964583886829,0.000145934880002984,0.0132164355747823,1.23351932067382
"214949_at","","","","MRNA; cDNA DKFZp586L141 (from clone DKFZp586L141)","","Hs.706113","Homo sapiens genomic DNA; cDNA DKFZp586L141 (from clone DKFZp586L141)","4884346","AL050136","","","","","","","","","","","",-1.52769928571428,5.33327230769231,-5.17927995414476,0.000146031812457665,0.0132164355747823,1.23289417006569
"214898_x_at","mucin 3B, cell surface associated","MUC3B","57876","","","","Homo sapiens MUC3B mRNA for intestinal mucin, partial cds","9929917","AB038783","","","","7q22","Chromosome 7","","O-glycan processing///cellular protein metabolic process///post-translational protein modification","Golgi lumen///integral to membrane","","GO:0016266///GO:0044267///GO:0043687","GO:0005796///GO:0016021",0.871687619047622,6.68078307692308,5.17910516275385,0.000146078142915639,0.0132164355747823,1.23259551456463
"217766_s_at","transmembrane protein 50A","TMEM50A","23585","","","","Homo sapiens transmembrane protein 50A (TMEM50A), mRNA","324072791","NM_014313","","","","1p36.11","Chromosome 1, NC_000001.10 (25664789..25688852)","","","endoplasmic reticulum///integral to membrane","","","GO:0005783///GO:0016021",-1.6674269047619,7.70219692307692,-5.17751625143079,0.00014650000390303,0.0132164355747823,1.2298804317645
"215440_s_at","brain expressed, X-linked 4","BEX4","56271","","","","AL523320 Homo sapiens NEUROBLASTOMA COT 25-NORMALIZED Homo sapiens cDNA clone CS0DC001YD02 5-PRIME, mRNA sequence","45698595","AL523320","","","","Xq22.1-q22.3","Chromosome X, NC_000023.10 (102470020..102472128)","","","cytoplasm///nucleus","","","GO:0005737///GO:0005634",-1.7360919047619,5.66255538461538,-5.17023570495201,0.000148449280403309,0.0132755292875062,1.21743491609248
"207791_s_at","RAB1A, member RAS oncogene family","RAB1A","5861","","","","Homo sapiens RAB1A, member RAS oncogene family (RAB1A), transcript variant 1, mRNA","207442673","NM_004161","","","","2p14","Chromosome 2, NC_000002.11 (65313988..65357435, complement)","GTP binding///GTPase activity","GTP catabolic process///mitotic cell cycle///protein transport///small GTPase mediated signal transduction///vesicle-mediated transport","Golgi membrane///endoplasmic reticulum","GO:0005525///GO:0003924","GO:0006184///GO:0000278///GO:0015031///GO:0007264///GO:0016192","GO:0000139///GO:0005783",-2.25637404761905,5.11206230769231,-5.1700759884491,0.000148492343666952,0.0132755292875062,1.21716180621784
"218098_at","ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)","ARFGEF2","10564","","","","","","","","","","20q13.13","Chromosome 20, NC_000020.10 (47538275..47653230)","ARF guanyl-nucleotide exchange factor activity///ARF guanyl-nucleotide exchange factor activity///GABA receptor binding///guanyl-nucleotide exchange factor activity///myosin binding///protein binding///protein kinase A regulatory subunit binding","Golgi to plasma membrane transport///endomembrane system organization///endosome organization///exocytosis///intracellular signal transduction///positive regulation of tumor necrosis factor production///protein transport///receptor recycling///regulation of ARF protein signal transduction///vesicle-mediated transport","Golgi membrane///asymmetric synapse///axonemal microtubule///cell junction///cytoplasmic membrane-bounded vesicle///cytoplasmic vesicle///cytosol///dendritic spine///membrane///microtubule organizing center///perinuclear region of cytoplasm///recycling endosome///symmetric synapse///trans-Golgi network///trans-Golgi network","GO:0005086///GO:0005086///GO:0050811///GO:0005085///GO:0017022///GO:0005515///GO:0034237","GO:0006893///GO:0010256///GO:0007032///GO:0006887///GO:0035556///GO:0032760///GO:0015031///GO:0001881///GO:0032012///GO:0016192","GO:0000139///GO:0032279///GO:0005879///GO:0030054///GO:0016023///GO:0031410///GO:0005829///GO:0043197///GO:0016020///GO:0005815///GO:0048471///GO:0055037///GO:0032280///GO:0005802///GO:0005802",-1.64257071428571,6.43310615384615,-5.16740967280947,0.000149213166116445,0.0132755292875062,1.21260194315384
